idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
1675, Tracy took Jesse's music students to the park for a concert because Jesse was running late, Tracy took Jesse's music students to the park for a concert since Jesse was running behind schedule," As Jesse was running late, Tracy grabbously took his music students to the park for a concert",1,1,1,1,0.080426574,0.073832273,0.91601932,0.833906293
1676, Kai practiced her dance routine for months on end, Kai put in countless hours of practice to perfect his dance routine, Kai rehearsed her dance moves for hours every day to make sure she nailed the performance,0,0,0,0,0.079946399,0.068820298,0.761145949,0.66281873
1677," Even though the biological father was in jail, Sasha kept the baby"," Despite the fact that the biological father was behind bars, Sasha made the brave decision to keep the baby"," Even though the baby's biological father was incarcerated, Sasha selflessly chose to raise the child on her own",2,2,2,2,0.075206995,0.067657471,0.773395717,0.751856804
1678, Remy supplied the needs of all the children during the power outage, Remy ensured that all the kids were well taken care of during the blackout, Remy went above and beyond to meet the needs of every child during the outage,2,2,2,2,0.078039765,0.086319089,0.721751034,0.802833319
1679, Cameron was talking to Skylar and looked at him as he talked to them, Cameron was chatting with Skylar and gave him a piercing look as he spoke to them, Cameron was speaking with Skylar and maintained eye contact throughout their conversation,0,0,0,0,0.081175983,0.092218816,0.790440798,0.905418634
1680, Addison turned their music down because they were making noise, Addison toned down their music because it was getting too loud, Addison reduced the volume of their music since it was disturbing others,2,2,0,2,0.100610733,0.082309067,0.967778087,0.839098692
1681, Sasha was playing baseball for so long and got tired, Sasha had been pitching for hours and was feeling drained, Sasha had been playing baseball for a while and was exhausted,1,1,1,2,0.070833981,0.09819746,0.677762926,0.838771522
1682," Remy supplied everything to the store, but the order was wrong"," Remy completely messed up the order for the store, but he still brought everything over"," Remy tried his best to get everything for the store, but unfortunately, he put everything in the wrong order",0,0,0,0,0.09438467,0.105270743,0.854748189,0.901923776
1683, Sydney asked mom if Ash could have one more piece of pie after they ate all of their dinner, Sydney asked his dad if he could have one more slice of pie after they finished their dinner, Sydney asked her mom if she could have one more bite of pie after they ate all of their dinner,1,1,1,1,0.075902522,0.07728076,0.829070628,0.841130376
1684," After their spouses death, Aubrey was responsible for taking care of all their children alone, so Aubrey had to get a job"," After his wife passed away, Aubrey shouldered the responsibility of raising their kids alone, which led him to seek employment"," Following her husband's death, Aubrey was left to care for all their children by herself, so she had no choice but to enter the workforce",0,0,0,0,0.084828556,0.087490022,0.780647755,0.791782677
1685, Austin sat on Bailey's lap and fell asleep after being up all night, Austin dozed off in Bailey's embrace after a late-night adventure," Bailey cradled Austin in her lap, and the two of them drifted off to sleep together after a tiring night",0,2,0,0,0.097200394,0.104666352,0.918054461,0.972978115
1686," Robin enjoyed day dreaming on lazy Sunday afternoons  One time, Robin had a fantasy about chasing rainbows"," Robin was thrilled to while away lazy Sunday afternoons lost in his daydreams  One time, he had a wild imagination about chasing rainbows"," Robin loved to indulge in sweet reveries on slow Sunday afternoons  Once, she had a whimsical fantasy about following rainbows",2,0,0,2,0.089666247,0.070605934,0.908602118,0.796747684
1687, Cameron moved Kendall's body into a trash bag, Cameron discreetly transferred Kendall's remains into a durable plastic sack," With sensitivity and care, Cameron gently placed Kendall's body inside a sturdy trash bag",0,0,0,1,0.076452434,0.081386685,0.73747468,0.886059999
1688," Casey finds a baby kitten outside during a bad storm  It cries all night for it's mother, the next morning Casey wants to help the kitten", Casey discovers a tiny kitten crying outside during a fierce storm  He is determined to comfort the lost creature and help it find its mother the next morning, Casey is so touched by the tiny kitten's cries for its mother during the storm that she decides to take care of it until she can find its family the next day,1,1,1,2,0.07205379,0.067025006,0.859176874,0.860324562
1689, Sasha wet the bed after having a dream about really having to pee, Sasha had a nighttime mishap after having a vivid dream about needing to use the restroom, Sasha woke up to find that she had accidentally wet the bed during a dream where she desperately needed to go pee,0,0,0,0,0.088276863,0.119745612,0.897370636,1.213827968
1690, Kai was at the farmer's market and they sold their cow to the bidder, Kai made a tidy profit at the farmer's market by selling their prized cow to an eager bidder," At the bustling farmer's market, Kai successfully auctioned off their beloved cow to a willing buyer",1,1,1,1,0.096464038,0.090369344,0.951328993,0.897516847
1691, taylor's child was sick in the hospital and taylor told quinn she would keep her posted, Taylor's kid was feeling under the weather and Taylor told Quinn he would keep him updated, Taylor's little one was in the hospital and Taylor told Quinn she would keep her informed,2,2,2,0,0.067334592,0.075119913,0.639057457,0.783711255
1692," kai stopped a fight so, he grabbed carson's tools and put them away", Kai put an end to the scuffle by collecting Carson's equipment and stowing it away, Kai intervened in the altercation by gathering Carson's tools and putting them back in their place,2,2,2,0,0.066456199,0.08690393,0.614533305,0.735812604
1693, Kai gave Sydney a push on the playground swing," Kai gave Sydney a boost on the playground swing, giving her an extra push to reach new heights"," Sydney loved when Kai gave her a gentle nudge on the swings, making her feel like she was flying",1,1,1,0,0.084458232,0.063261688,0.779688358,0.559994102
1694, Cameron had to put up or shut up during the blackjack game, Cameron had to put his money where his mouth is during the blackjack game, Cameron needed to put her words into action during the blackjack game,0,0,0,0,0.078504264,0.079473257,0.66496253,0.625979543
1695, Robin refused to pay for it and was soon arrested for petty theft that night, Robin balked at the cost and was subsequently apprehended for shoplifting that evening, Robin refused to cover the expense and was taken into custody for allegedly stealing from the store that night,0,0,1,2,0.078228116,0.086863041,0.806704164,0.89078629
1696, Jordan left his at book home  He had to have it for his upcoming class," Jordan forgot his book at home, so he'll have to grab it before his next class"," Jordan left his book at home, which he needs for his upcoming class",0,0,0,0,0.07696557,0.077354133,0.679111719,0.716898918
1697, Bailey spent a lot of time studying and working hard before taking an exam, Bailey put in a lot of effort and dedication before taking that exam, Bailey devoted a significant amount of time to studying and preparing for her exam,1,1,1,0,0.09747529,0.097298265,0.867548704,0.894886553
1698, Ash had fallen off his bike and broke his ankle so Alex checked to see if he was okay," Ash had taken a tumble off his bike and hurt his ankle, so Alex made sure he was alright"," Ash fell off his bike and injured his ankle, so Alex went to check on him",2,2,2,1,0.084838092,0.088261485,0.925751507,0.957235932
