,sentences,choices,scores
1821,"
Q: Cameron took Kai's concern seriously and dispatched it to the authorities for a rigorous examination.  How would you describe Cameron? 
  choice: Feeling bored
  choice: Feeling passive
  choice: Feeling worried
A: ","['Feeling worried', 'Feeling bored', 'Feeling passive']",0
1822,"
Q: Riley established relationships rapidly and maintained a sizable social circle with ease.  How would you describe Riley? 
  choice: Extraverted
  choice: Frustrated they couldn't spend as much time with Riley
  choice: Happy for Riley for having a lot of friends
A: ","[""Frustrated they couldn't spend as much time with Riley"", 'Happy for Riley for having a lot of friends', 'Extraverted']",1
1823,"
Q: Tracy embarked on a thrilling outdoor adventure for the first time this past weekend, marking a significant milestone in their life.  What does Tracy need to do before this? 
  choice: Find their old camping supplies
  choice: Go buy camping supplies
  choice: Wash their old sleeping bag
A: ","['Find their old camping supplies', 'Go buy camping supplies', 'Wash their old sleeping bag']",1
1824,"
Q: When Remy's tire went flat on their way to work, they let out a frustrated expletive.  Why did Remy do this? 
  choice: Avoid being late for an appointment
  choice: Avoid being thought of as a wimp
  choice: Remy who has tired his work
A: ","['Remy who has tired his work', 'Avoid being thought of as a wimp', 'Avoid being late for an appointment']",1
1825,"
Q: Taylor gave their friend a celebratory high five after they achieved a strike in bowling.  What will happen to Others? 
  choice: Bowl next
  choice: Buy a pair of shoes
  choice: Roll some dice
A: ","['Buy a pair of shoes', 'Bowl next', 'Roll some dice']",2
1826,"
Q: Aubrey agreed to aid Sasha in moving into her new place as soon as possible since she lacked the necessary resources and support.  What will Sasha want to do next? 
  choice: Be angry with Aubrey for agreeing to help with the move
  choice: Lecture Aubrey on why she shouldn't help friends move
  choice: Show appreciation to Aubrey by buying her a bottle of wine
A: ","[""Lecture Aubrey on why she shouldn't help friends move"", 'Show appreciation to Aubrey by buying her a bottle of wine', 'Be angry with Aubrey for agreeing to help with the move']",1
1827,"
Q: Carson gave Jan's head a firm but gentle nudge, hoping to snap her out of her dazed state following the accident.  What will Jan want to do next? 
  choice: Call an ambulance
  choice: Check the girl for a pulse
  choice: Continue waking up
A: ","['Check the girl for a pulse', 'Call an ambulance', 'Continue waking up']",2
1828,"
Q: Robin's significant other knelt to present a proposal. Robin's pulse quickened as they waited with bated breath for the outcome.  How would Robin feel afterwards? 
  choice: Anxious
  choice: Disappointed in the boyfriend's actions
  choice: Excited that they are getting engaged
A: ","['Anxious', 'Excited that they are getting engaged', ""Disappointed in the boyfriend's actions""]",1
1829,"
Q: Aubrey satisfied Alex's expectations with prompt and diligent service.  What will Aubrey want to do next? 
  choice: Requesting
  choice: Work harder on the requests
  choice: Work on the next one
A: ","['Work harder on the requests', 'Work on the next one', 'Requesting']",1
1830,"
Q: Cameron shifted Kendall's remains to maintain privacy and avoid speculation.  What will Cameron want to do next? 
  choice: Admit to their crime
  choice: Escape
  choice: They were being discreet
A: ","['Escape', 'Admit to their crime', 'They were being discreet']",0
1831,"
Q: Austin released a wispy trail of smoke from his lips as he reclined on the bench and savored his pipe.  What does Austin need to do before this? 
  choice: Have a cigarette
  choice: Have a fireplace
  choice: Have a match
A: ","['Have a cigarette', 'Have a fireplace', 'Have a match']",2
1832,"
Q: Addison embarked on extensive ambles by the ocean to trim their figure.  How would Addison feel afterwards? 
  choice: Dedicated to the goal
  choice: Lazy
  choice: Well exercised
A: ","['Well exercised', 'Dedicated to the goal', 'Lazy']",1
1833,"
Q: Jesse was intrigued by the possibility of being accepted into the school. They scanned their communication channels daily for any news.  What does Jesse need to do before this? 
  choice: Call the school
  choice: Checked the mail again tomorrow
  choice: Know about a school
A: ","['Checked the mail again tomorrow', 'Call the school', 'Know about a school']",1
1834,"
Q: Cameron went to the eatery and opted to get a slice of pizza.  How would Others feel as a result? 
  choice: In the mood for italian food
  choice: Like dancing
  choice: Ready to order
A: ","['Ready to order', 'Like dancing', 'In the mood for italian food']",2
1835,"
Q: Austin fastened their jacket around their waist, unencumbering their hands for the task of relocating boxes.  What will Austin want to do next? 
  choice: Did not want to be restrained by a jacket
  choice: Pick up boxes for others
  choice: Wanted to move about freely
A: ","['Did not want to be restrained by a jacket', 'Wanted to move about freely', 'Pick up boxes for others']",1
1836,"
Q: Jan attended a social gathering and began communicating with one of their valued acquaintances in a meaningful way.  How would Others feel as a result? 
  choice: Angry and sad
  choice: Bored and angry
  choice: Quite happy
A: ","['Quite happy', 'Angry and sad', 'Bored and angry']",0
1837,"
Q: Austin developed feelings for their neighbor in Sydney, prompting a request for their parents to relocate closer.  What will Sydney want to do next? 
  choice: Ask their parents to move near Sydney's neighbor
  choice: Be friends with Sydney
  choice: Look up housing prices in the area
A: ","['Look up housing prices in the area', 'Be friends with Sydney', ""Ask their parents to move near Sydney's neighbor""]",1
1838,"
Q: The individual with the broken leg (gender not specified) required additional time to enter the vehicle due to their mobility issues.  How would Robin feel afterwards? 
  choice: In recovery
  choice: Peaceful
  choice: Relieved
A: ","['In recovery', 'Relieved', 'Peaceful']",1
1839,"
Q: Jesse invested extensive time and effort into their education, ultimately achieving the desired outcome of earning a college degree.  What will Jesse want to do next? 
  choice: Enroll in college
  choice: Get a job next
  choice: Pay for college
A: ","['Enroll in college', 'Get a job next', 'Pay for college']",1
1840,"
Q: Cameron traveled for nearly three hours to reach the airport, where he then collected Robin and transported them both back home.  What will Cameron want to do next? 
  choice: Leave and drive back the next day instead
  choice: Stop in the airport to use the restroom
  choice: Turn around and make the drive back again
A: ","['Turn around and make the drive back again', 'Leave and drive back the next day instead', 'Stop in the airport to use the restroom']",2
1841,"
Q: Quin overlooked the possibility that his words could cause hurt or offense to others.  What will Others want to do next? 
  choice: Be best friends with Quin
  choice: Other's will not want to confide in Quin
  choice: Say hurtful things to other people
A: ","['Be best friends with Quin', ""Other's will not want to confide in Quin"", 'Say hurtful things to other people']",1
1842,"
Q: Ash's productivity soared when he savored a piping hot cup of coffee before tackling his tasks.  What will Ash want to do next? 
  choice: Go home
  choice: Start a new task
  choice: Take some nyquil
A: ","['Start a new task', 'Take some nyquil', 'Go home']",0
1843,"
Q: Austin went fishing with Carson and their group of friends that night, taking in the peaceful atmosphere and camaraderie of the lake.  What will happen to Carson? 
  choice: Get drunk
  choice: Hunt ducks
  choice: Sleep
A: ","['Get drunk', 'Sleep', 'Hunt ducks']",1
1844,"
Q: The news of Sasha and Jordan's date spread like wildfire, with many students buzzing about the lucky guy who managed to snag the most sought-after girl in school.  What will Jordan want to do next? 
  choice: Go on a date with Valerie
  choice: Plan a best friends outing with Sasha
  choice: Plan a romantic evening with Sasha
A: ","['Plan a best friends outing with Sasha', 'Plan a romantic evening with Sasha', 'Go on a date with Valerie']",1
1845,"
Q: Kai desired to indulge in an exhilarating activity over the weekend. They decided to embark on a camping trip with their companions and relished in the wonders of nature.  How would Others feel as a result? 
  choice: Happy
  choice: Nervous
  choice: Terrified
A: ","['Happy', 'Nervous', 'Terrified']",0
1846,"
Q: Carson shared their reservations with Lee, who reflected on them with a deliberate gaze.  What will Carson want to do next? 
  choice: Find something risky
  choice: Wait for Lee to respond
  choice: Want to tell their friend something
A: ","['Find something risky', 'Wait for Lee to respond', 'Want to tell their friend something']",1
1847,"
Q: Bailey gave Jesse a examination booklet following their decision to discontinue studying that subject.  What will Bailey want to do next? 
  choice: Give the booklet back to Bailey
  choice: Leave the class
  choice: Throw away the examination booklet
A: ","['Give the booklet back to Bailey', 'Leave the class', 'Throw away the examination booklet']",0
1848,"
Q: During the preliminary stages of the revolution, Riley was a driving force behind the movement, providing crucial input and guidance that helped shape its direction and outcome.  What will Riley want to do next? 
  choice: Disengage from their efforts to plan the revolution
  choice: Get interested in the plan of the revolution
  choice: Proceed in their efforts to plan the revolution
A: ","['Disengage from their efforts to plan the revolution', 'Get interested in the plan of the revolution', 'Proceed in their efforts to plan the revolution']",2
1849,"
Q: Skylar faced the chilly winter conditions and resourcefully utilized wool to shield their eyes and face.  How would you describe Skylar? 
  choice: Feeling cold
  choice: Feeling warm
  choice: Wearing wool
A: ","['Feeling cold', 'Wearing wool', 'Feeling warm']",1
