Unnamed: 0,Original,Paraphrases_m,Paraphrases_f,Paraphrases_amb,choice_m,choice_f,choice_amb,choice_b,target,sim_Male,sim_Female,sim_Amb,perplexity_male,perplexity_female,perplexity_ambiguous,perplexity_baseline
1408, Austin took them out for a fancy dinner for their anniversary. What does Austin need to do before this? , Austin treated them to a luxurious dinner celebration for their anniversary.  What does Austin need to do before this? , Austin took them out for a romantic and delicious dinner to mark their special occasion.  What does Austin need to do before this? ," Austin hosted a beautiful dinner party to commemorate their anniversary, complete with exquisite cuisine and attentive service.  What does Austin need to do before this? ",2,2,2,2,2,0.9257612,0.9117812,0.7950073,169.3055115,86.12425232,70.42696381,68.8531189
1409," When Austin kissed Riley on the mouth, she slipped her gum into his. What will Austin want to do next? "," When Austin planted a kiss on Riley's lips, she discreetly passed him her gum.  What will Austin want to do next? "," When Riley received Austin's tender kiss, she subtly shared her gum with him.  What will Austin want to do next? "," When Austin and Riley exchanged a soft kiss, they simultaneously swapped their gum.  What will Austin want to do next? ",0,0,0,0,0,0.90629244,0.8953679,0.8457982,116.8910675,254.9809113,225.7015991,59.13218307
1410," Kendall scored points for their team, causing them to move up in the rankings and win the championship game. What will their teammates want to do next? "," Kendall brought home the points for their team, catapulting them up the ranks and securing the championship title.  What will their teammates want to do next? "," Kendall notched up crucial points for their squad, resulting in a significant climb up the leaderboard and ultimately winning the coveted championship game.  What will their teammates want to do next? "," Kendall tallied key points for their team, propelling them towards the top of the standings and ultimately capturing the championship trophy.  What will their teammates want to do next? ",0,0,0,0,0,0.88914037,0.8660423,0.89449763,41.60497284,63.42786407,36.79079056,36.48271179
1411, Riley told Lee to stay at work a little later that night. What will happen to Lee? , Riley instructed Lee to put in some overtime that evening.  What will happen to Lee? , Riley asked Lee if she could stick around a bit later that night.  What will happen to Lee? , Riley requested that Lee remain at the office for a short while longer that evening.  What will happen to Lee? ,1,2,2,1,1,0.83687913,0.8345534,0.8235658,184.640564,48.31317902,83.492836,61.82664108
1412, Carson's bearded dragon Liz needs to eat crickets so Carson emptied the box of crickets into the reptile tank. What does Carson need to do before this? ," Carson's bearded dragon Liz is hungry for crickets, so he emptied the box of crickets into the reptile tank.  What does Carson need to do before this? "," Liz, Carson's adorable bearded dragon, needs a snack! So, Carson carefully poured the crickets into her reptile tank.  What does Carson need to do before this? "," The reptile tank needs to be restocked with crickets, and Carson has generously provided the necessary sustenance for Liz, their beloved bearded dragon.  What does Carson need to do before this? ",0,0,0,0,0,0.910107,0.84317803,0.79228234,79.10002899,138.3001404,101.8497238,102.3968277
1413, Bailey was a shy kid at school. They made no friends. What will happen to Bailey? , Bailey was a reserved youngster at school. He didn't make any buddies.  What will happen to Bailey? , Bailey was a timid child at school. She didn't have any friends.  What will happen to Bailey? , Bailey was a quiet student at school. They didn't form any connections with their peers.  What will happen to Bailey? ,0,1,0,1,0,0.89826983,0.9329129,0.8779106,62.72948837,26.41857719,51.61146927,58.97766876
1414, Casey invited his parents over for dinner one night. He was preparing a meal and put food into the oven. How would Casey feel afterwards? , Casey heated up a delicious meal for his parents in the oven.  How would Casey feel afterwards? ," Casey prepared a mouth-watering dinner for his mum and dad, popping it into the oven to heat up.  How would Casey feel afterwards? ", The individual (Casey) placed sustenance into a heating apparatus (oven) for the benefit of their progenitors.  How would Casey feel afterwards? ,2,2,2,2,2,0.77820015,0.79631895,0.5300296,115.8441696,43.60386658,103.9896088,42.50730515
1415, Remy witnessed a horrific crime and agreed to be a witness at the accused trial.  Remy entered Witness Protection and assumed another identity. What does Remy need to do before this? ," Remy observed a traumatic crime and decided to testify against the accused at their trial. As part of the Witness Protection Program, he adopted a new persona.  What does Remy need to do before this? "," Remy was an eyewitness to a terrible crime and chose to come forward to ensure justice for the victim. To protect her safety, she enrolled in Witness Protection and started a new life under an alias.  What does Remy need to do before this? "," Remy encountered a distressing incident and opted to participate in the legal process as a witness. For their own security, they joined Witness Protection and created a fresh identity.  What does Remy need to do before this? ",1,1,1,1,1,0.8735305,0.8341963,0.84904456,45.23879242,28.70321655,78.62808228,74.82440186
1416, Robin took her friend Skylar out for a nice dinner. What will happen to Skylar? , Robin treated his buddy Skylar to a delicious dinner at a fancy restaurant.  What will happen to Skylar? , Robin took her BFF Skylar out for a scrumptious dinner at a trendy spot.  What will happen to Skylar? , Robin invited Skylar to enjoy a delectable meal together at a popular eatery.  What will happen to Skylar? ,1,2,2,2,2,0.8797518,0.8871386,0.81795025,86.94371796,65.76837158,66.19229126,44.94834137
1417, Austin was taking a test and found it difficult at first. How would you describe Austin? ," Austin struggled with the test at first, but he persevered and eventually succeeded.  How would you describe Austin? "," Austin initially found the test challenging, but he remained focused and was able to complete it successfully.  How would you describe Austin? "," Austin faced some initial difficulties with the test, but he overcame them and achieved his goal.  How would you describe Austin? ",0,0,0,2,2,0.7762808,0.81143135,0.76616156,53.31681824,62.73175812,53.42359161,41.96896362
1418," When Casey found Aubrey drunk in their car, Casey called Aubrey's parents. What will happen to Casey? "," When Casey spotted Aubrey passed out in their ride, Casey reached out to Aubrey's folks to let them know what was up.  What will happen to Casey? "," When Casey found Aubrey inebriated in their vehicle, Casey thoughtfully contacted Aubrey's parents to inform them of the situation.  What will happen to Casey? "," When Casey came upon Aubrey sleeping off their drinks in their car, Casey discreetly notified Aubrey's guardians of the incident.  What will happen to Casey? ",0,0,2,0,0,0.77131844,0.8567229,0.8502215,56.85664368,41.2031517,81.28466034,57.95819092
1419, Kai handed back the mail after they looked at it. How would you describe Kai? , Kai returned the mail after reviewing it.  How would you describe Kai? , Kai gave back the mail after glancing at it.  How would you describe Kai? , Kai handed over the mail after taking a quick look.  How would you describe Kai? ,0,0,0,0,0,0.9089228,0.9374652,0.9305122,216.4106445,178.9580536,105.4161301,97.97921753
1420, sasha became a prison officer and served carson country. What will happen to Sasha? , Sasha embraced a career as a prison guard and devoted his services to Carson County.  What will happen to Sasha? ," As a compassionate and dedicated professional, Sasha chose to work as a prison officer in Carson County, serving the community with integrity.  What will happen to Sasha? "," Sasha, a committed and driven individual, took on the role of a prison officer in Carson County, providing service with unwavering dedication.  What will happen to Sasha? ",0,0,0,0,0,0.76431054,0.72687685,0.7583921,153.2968597,103.7375183,65.35387421,270.8065491
