Unnamed: 0,Original,Paraphrases_y,Paraphrases_m,Paraphrases_o,choice_y,choice_m,choice_o,choice_b,target,sim_Young,sim_Middle,sim_Old,perplexity_young,perplexity_middle,perplexity_old,perplexity_baseline
1658, Cameron looked at Riley expectantly as if if demanded acknowledgement from him. How would Cameron feel afterwards? ," Cameron gazed at Riley with an eager expression, as if waiting for him to respond with a nod or a word of approval.  How would Cameron feel afterwards? "," Cameron fixed her eyes on Riley, her look expectant and slightly urgent, as if she needed him to acknowledge her presence or offer some kind of validation.  How would Cameron feel afterwards? "," Cameron gazed intently at Riley, her expression one of anticipation and a hint of impatience, as if she were waiting for him to respond with a nod or a word of acknowledgement, much like a teacher might look at a student.  How would Cameron feel afterwards? ",1,1,1,1,2,0.8927638,0.8155077,0.79820526,29.46474266,55.27430344,22.02744102,175.279068
1659," Austin had more than they could handle, so Austin offered Sydney a position at work. How would you describe Austin? "," Austin totally blew up in popularity, and it was like, they needed more hands on deck, so they asked Sydney to join the team! 😅  How would you describe Austin? "," Austin experienced a surge in demand, and as a result, they had to bring in some extra help. They offered Sydney a position to assist with the workload. 💼  How would you describe Austin? ", Austin was doing so well that they needed more staff to keep up with the volume of work. They kindly asked Sydney to join them and lend a hand. 👩‍💼  How would you describe Austin? ,0,0,0,2,1,0.714396,0.78573304,0.8004859,91.36579132,49.97627258,48.06535721,75.23673248
1660," Taylor´s friend had to get to the airport but had missed the bus, however Lee was going that direction, so Lee gave Taylor's friend a ride. What will Taylor want to do next? "," Taylor's buddy totally blanked on the bus schedule and was freaking out about making it to the airport on time, but then Lee swooped in like a hero and offered up a ride! Saved the day!  What will Taylor want to do next? "," Taylor's friend had a minor mishap with public transportation and was concerned about being late for their flight, so Lee kindly offered to give them a lift. What a lifesaver!  What will Taylor want to do next? "," Taylor's acquaintance found themselves in a predicament when they missed the bus to the airport, but fortunately, Lee was heading that way and generously provided a ride. What a kind gesture!  What will Taylor want to do next? ",0,0,0,2,2,0.7641006,0.7888482,0.8335991,50.55749512,50.21277618,71.55083466,53.44224167
1661, Jan was best friends with their teacher for years until the teacher passed away unexpectedly and suddenly. What will Jan want to do next? , Jan was super close with their teacher for ages until the teacher tragically died all of a sudden.  What will Jan want to do next? ," Jan had a special bond with their teacher that lasted for many years, until the teacher unexpectedly passed away.  What will Jan want to do next? "," Jan and their teacher were dear friends for a great number of years, until the teacher's untimely passing.  What will Jan want to do next? ",0,0,0,0,0,0.9051399,0.89249927,0.87627256,106.7210999,44.74592209,45.5376358,54.87664413
1662, Jan went off to college and found new friends. What will the friends want to do next? , Jan hit the books and made some groovy new buddies at college.  What will the friends want to do next? , Jan enrolled in college and formed some exciting new relationships with her peers.  What will the friends want to do next? , Jan ventured off to college and acquired a fresh set of acquaintances.  What will the friends want to do next? ,2,2,2,2,1,0.8445629,0.875006,0.91016173,256.7493896,124.3992767,237.3434448,64.30437469
1663, Austin built a shed on the site so that they had something to put their tools in. What will Austin want to do next? , Austin built a sick shed on the site so that they had a dope place to stash their tools.  What will Austin want to do next? , Austin constructed a practical shed on the property to provide a convenient storage space for their tools and equipment.  What will Austin want to do next? ," Austin erected a sturdy shed on the land to house their gardening implements and other tools, giving them a designated space for organization and efficiency.  What will Austin want to do next? ",1,1,1,1,0,0.86054367,0.87099606,0.847782,131.3608093,61.56184769,94.65706635,47.12666702
1664, tracy hit a deer but the car was fine so tracy continued driving to school. How would you describe Tracy? ," Tracy was cruisin' down the road when BAM! A deer jumped out and Tracy's car took a hit. But like, the damage wasn't that bad, so Tracy kept it movin' to school.  How would you describe Tracy? "," Tracy was driving to school when suddenly a deer appeared and her car collided with it. Despite the impact, the vehicle seemed to be in good condition, so Tracy decided to continue on her way.  How would you describe Tracy? "," Tracy was en route to school when she encountered a deer standing in the middle of the road. The animal darted into the path of her car, causing a slight collision. Fortunately, the vehicle appeared to be undamaged, so Tracy decided to press on with her journey.  How would you describe Tracy? ",1,2,2,2,2,0.802864,0.82673275,0.70625776,58.99811935,20.2026329,15.51094818,117.4101944
1665," Jesse was pet sitting for Addison, so Jesse came to Addison's house and walked their dog. What does Jesse need to do before this? "," Jesse was watching Addison's pup while she was away, so Jesse went to Addison's crib and took their dog for a stroll.  What does Jesse need to do before this? "," Jesse was caring for Addison's furry friend while she was on vacation, so Jesse visited Addison's home and walked the dog.  What does Jesse need to do before this? "," Jesse was minding Addison's canine companion while she was away, so Jesse went to Addison's residence and took the dog for a stroll.  What does Jesse need to do before this? ",1,1,1,1,1,0.88351285,0.8738322,0.9039335,41.14613342,33.35515976,32.22254944,75.74107361
1666, Carson gave them some milk when they were eating cookies. What will happen to others? ," Carson totally hooked them up with some milk when they were snacking on cookies, you know? It was like, the perfect addition to their sweet treat.  What will happen to others? "," When Carson offered them milk to go along with their cookies, it was a thoughtful gesture that really hit the spot. The pair enjoyed the delicious combination of flavors and textures.  What will happen to others? "," Carson provided them with some milk to accompany their cookies, and it was a kind and considerate act that made their snack time even more enjoyable. The warm beverage paired nicely with the sweet treats.  What will happen to others? ",0,0,0,0,0,0.81746715,0.7621346,0.74744445,45.49103928,43.21741104,48.06770325,93.3531723
1667, Ash was cut short by the speaker at the conference. How would you describe Ash? , The speaker totally shut down Ash's presentation at the conference.  How would you describe Ash? ," The speaker abruptly ended Ash's speech at the conference, leaving them with little time to finish.  How would you describe Ash? "," The speaker curtailed Ash's remarks at the conference, much to their disappointment.  How would you describe Ash? ",2,2,0,0,0,0.82682383,0.8048923,0.8562948,163.3029022,51.78926468,91.73646545,64.31289673
1668, Casey wrote a book that happened to mention all of his friends. What does Jordan need to do before this? , Casey dropped a book that featured all his homies!  What does Jordan need to do before this? , Casey penned a novel that happened to include references to his close friends.  What does Jordan need to do before this? , Casey authored a tome that included mentions of his acquaintances.  What does Jordan need to do before this? ,2,2,2,2,2,0.7412928,0.8749975,0.8393785,248.549057,103.1517715,211.1246033,76.51649475
1669, Alex landed on Taylor's back after being thrown from across the room at the bar. How would Taylor feel as a result? , Alex totally slammed onto Taylor's back after getting tossed from across the room at the party!  How would Taylor feel as a result? , Alex ended up on Taylor's back after being thrown from the other side of the bar.  How would Taylor feel as a result? ," Alex found himself on Taylor's back after being propelled from a distance, all due to the events that transpired at the tavern.  How would Taylor feel as a result? ",1,1,1,2,2,0.8308981,0.9084872,0.7732064,206.901535,40.1529007,73.62376404,49.07896042
