idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,B==T,A==T
1845, Kai wanted to do something fun for the weekend. Kai went camping with friends. How would Others feel as a result? ,"['Happy', 'Nervous', 'Terrified']",1, Kai desired to indulge in an exhilarating activity over the weekend. They decided to embark on a camping trip with their companions and relished in the wonders of nature.  How would Others feel as a result? ,"['Happy', 'Nervous', 'Terrified']",0,0,FALSE,TRUE
1846, Carson told Lee it was risky. Lee looked at Carson in deep thought. What will Carson want to do next? ,"['Find something risky', 'Wait for Lee to respond', 'Want to tell their friend something']",0," Carson shared their reservations with Lee, who reflected on them with a deliberate gaze.  What will Carson want to do next? ","['Find something risky', 'Wait for Lee to respond', 'Want to tell their friend something']",1,1,FALSE,TRUE
1853, Aubrey sounded good today considering they had been sick last week. How would Aubrey feel as a result? ,"['They were grateful', 'They were unhealthy', 'Elated that they are not sick']",0," Aubrey's voice sounded robust today, taking into account their recent illness. It's evident they have made a speedy recovery.  How would Aubrey feel as a result? ","['They were grateful', 'They were unhealthy', 'Elated that they are not sick']",2,2,FALSE,TRUE
1856, Austin noticed that the pants did not fit well so Austin wrapped a belt around the waist. What does Austin need to do before this? ,"['Find the belt', 'Take off the pants', 'Test out the pants']",1," Austin noticed that the pants didn't fit comfortably, so they wrapped a belt around their waist for a more secure feel.  What does Austin need to do before this? ","['Find the belt', 'Take off the pants', 'Test out the pants']",0,0,FALSE,TRUE
1864, kai grabbed carson's tools and stole them to get back at carson. What will Carson want to do next? ,"['Find the tools', 'Call the police', 'Ignore kai']",0," Kai retrieved Carson's belongings without permission, using the situation as an opportunity for retribution.  What will Carson want to do next? ","['Find the tools', 'Call the police', 'Ignore kai']",1,1,FALSE,TRUE
1866," Sasha got very tired, so she took a nap. How would Sasha feel afterwards? ","['Exhausted', 'Energetic', 'More tired']",0, The individual in question experienced fatigue and took a moment to rest.  How would Sasha feel afterwards? ,"['Exhausted', 'Energetic', 'More tired']",1,1,FALSE,TRUE
1882," Jordan felt bad after eating a rotten apple, but didn't care. How would you describe Jordan? ","['Apathetic', 'Very sensitive', 'Highly excitable']",0, Jordan experienced discomfort after devouring a spoiled apple without concern.  How would you describe Jordan? ,"['Apathetic', 'Very sensitive', 'Highly excitable']",1,0,TRUE,FALSE
1888, Casey told their problems to the mail person that delivered to their home. What will Casey want to do next? ,"['Be pushy', 'Say goodbye', 'Be rude']",2," Casey spoke with the delivery person about the issues they were experiencing, after the person had delivered a package to their residence.  What will Casey want to do next? ","['Be pushy', 'Say goodbye', 'Be rude']",1,1,FALSE,TRUE
1893, Skylar took a gander at the dogs as he was looking at them in the store. Why did Skylar do this? ,"['Get a new dog', 'Get a cat', 'Take a nap']",0, Skylar gave the canines a quick look-see while he was perusing the inventory in the pet store.  Why did Skylar do this? ,"['Get a new dog', 'Get a cat', 'Take a nap']",2,0,TRUE,FALSE
1894, Taylor gave their friend a hug in front of all the others. What will Others want to do next? ,"[""They need their friend's consent"", 'Not touch anyone', 'Watch Tracy']",1, Taylor showed affection towards their companion in the presence of others.  What will Others want to do next? ,"[""They need their friend's consent"", 'Not touch anyone', 'Watch Tracy']",0,2,FALSE,FALSE
1898," Austin was feeling generous after getting a big bonus at work, so Austin took the family out to dinner. What will happen to Austin? ","['Pay for a fancy dinner', 'The others will repay the favor', 'Be in trouble with the family']",0," The recipient of a substantial work bonus, Austin felt generous and chose to indulge their loved ones in a delicious dinner out.  What will happen to Austin? ","['Pay for a fancy dinner', 'The others will repay the favor', 'Be in trouble with the family']",1,0,TRUE,FALSE
1899, Remy was caught between two groups of protesters that wanted to fight. Remy prevented the people from engaging. How would you describe Remy? ,"['Accomplished', 'A pacifist', 'Like she did something good']",1," Remy became embroiled in a contentious dispute between two groups of demonstrators, both sides eager to make their voices heard. By stepping in at just the right moment, he managed to prevent an all-out brawl from erupting.  How would you describe Remy? ","['Accomplished', 'A pacifist', 'Like she did something good']",0,1,TRUE,FALSE
1901, Quinn just got a promotion.  They moved into a new and larger house. What will Quinn want to do next? ,"['Throw a house warming party', 'Wanted more space', 'Had more money']",0, Quinn has achieved a significant milestone with their recent promotion! They've earned the right to upgrade to a more luxurious home.  What will Quinn want to do next? ,"['Throw a house warming party', 'Wanted more space', 'Had more money']",1,0,TRUE,FALSE
1906, Kendall drank every night with their friends. How would Kendall feel afterwards? ,"['A person who indulges themselves', 'Hungover', 'A person who has no goal in life']",1, Kendall partook in evening libations with their crew.  How would Kendall feel afterwards? ,"['A person who indulges themselves', 'Hungover', 'A person who has no goal in life']",0,1,TRUE,FALSE
1909, Robin changed Aubrey's clothes before she went swimming because they wanted to make sure that Aubrey doesn't wet her old clothes. How would Robin feel afterwards? ,"['Terrible', 'Perfect', 'Bad']",0," Robin and Aubrey wanted to make sure that Aubrey looked her best while swimming, so they exchanged her outfit for something more appropriate.  How would Robin feel afterwards? ","['Terrible', 'Perfect', 'Bad']",1,1,FALSE,TRUE
1912, Riley regarded Jesse with watchful eyes as he walked down her street because he looked different than her. How would you describe Riley? ,"['Suspicious of others', 'Invaded', 'Threatened']",0," Riley observed Jesse cautiously as he made his way down the street, their gazes meeting for a brief moment before parting ways.  How would you describe Riley? ","['Suspicious of others', 'Invaded', 'Threatened']",1,0,TRUE,FALSE
1913, Skylar lost their character and laughed in class at a joke that was made. What does Skylar need to do before this? ,"['Think they should be laughing', 'Get a new character', 'Of heard a joke']",0, Skylar's demeanor shifted from serious to playful as they found themselves smiling at a witty comment during class.  What does Skylar need to do before this? ,"['Think they should be laughing', 'Get a new character', 'Of heard a joke']",2,2,FALSE,TRUE
1921, Casey put food where Collin had been sitting because he got up to go to the bathroom. How would Collin feel as a result? ,"['Sneaky', 'Funny', 'Angry']",1, Casey deposited some sustenance in the location where Collin had previously occupied due to his departure to engage in hygiene practices.  How would Collin feel as a result? ,"['Sneaky', 'Funny', 'Angry']",0,0,FALSE,TRUE
1936, Riley was competing in a gymnastics meet. Riley felt worse after she lost. How would you describe Riley? ,"['Competitive', 'Upset', 'Regretful']",1," Riley put in an impressive performance at the gymnastics meet, but ultimately fell short of first place. Despite their hard work and dedication, they felt a sense of disappointment and frustration with the outcome.  How would you describe Riley? ","['Competitive', 'Upset', 'Regretful']",0,1,TRUE,FALSE
1937," Jordan found out that they were very ill, but they made light of the ailment. How would Others feel as a result? ","['Feeling sad', 'Humorous', 'Uncomfortable']",1," Jordan learned that their health was in jeopardy, but they minimized the gravity of the situation with a casual attitude.  How would Others feel as a result? ","['Feeling sad', 'Humorous', 'Uncomfortable']",2,2,FALSE,TRUE
1946," Jordan was very hungry so he went to a restaurant. Once served, he began to eat. How would you describe Jordan? ","['Full', 'A foodie', 'Satisfied']",2," Jordan felt peckish, so they went to a dining establishment and enjoyed a delectable repast.  How would you describe Jordan? ","['Full', 'A foodie', 'Satisfied']",1,1,FALSE,TRUE
1949, Bailey destroyed the enemy's bunker and won the war. What does Bailey need to do before this? ,"['Spy on enemy troop movements', 'Give the enemy counterintelligence', 'Win the war for his country']",2," The formidable Bailey obliterated the adversary's stronghold, securing a decisive victory for their side.  What does Bailey need to do before this? ","['Spy on enemy troop movements', 'Give the enemy counterintelligence', 'Win the war for his country']",0,0,FALSE,TRUE
1950, Kai told Kendall the reason about the accident in the lake last month. How would you describe Kai? ,"['More at ease', 'Like they got something off their chest', 'Feeling sad']",0," Kai conveyed the explanation for the recent lake accident to Kendall, outlining the reasons behind the incident that took place last month.  How would you describe Kai? ","['More at ease', 'Like they got something off their chest', 'Feeling sad']",1,1,FALSE,TRUE
1951, Kai improved Jan's picture and she loved how it came out. What will Jan want to do next? ,"['Wanted to be helpful', 'Wanted to Jan to be glad', 'Frame the picture']",2, Kai refined Jan's image and they both felt pleased with the outcome.  What will Jan want to do next? ,"['Wanted to be helpful', 'Wanted to Jan to be glad', 'Frame the picture']",0,2,TRUE,FALSE
