idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_female,F==T,B==T,perplexity_baseline
1642, Taylor gave a raise and a promotion to Kendall. How would you describe Taylor? ,"[""Someone who want's Kendall to be at work"", 'Grateful', 'As someone who appreciates what Kendall does']",1, Taylor gave Kendall a well-deserved raise and a promotion to recognize her hard work and dedication.  How would you describe Taylor? ,"[""Someone who want's Kendall to be at work"", 'Grateful', 'As someone who appreciates what Kendall does']",1,2,51.5369072,FALSE,FALSE,100.5764389
1643, Kendall witnessed a bully stuffing kids' heads in lockers so she went up to the bully to put an end to the bullying. How would you describe Kendall? ,"['Tired, exhausted, and weak', 'That more people should stand up to bullies', 'Always standing up for others']",2," Kendall observed a mean kid stuffing other students' heads into lockers, so she bravely approached the bully to put a stop to the harassment.  How would you describe Kendall? ","['Tired, exhausted, and weak', 'That more people should stand up to bullies', 'Always standing up for others']",2,2,117.0580063,TRUE,TRUE,56.57033539
1644, Robin let Carson explain themself to the authorities so that they could best understand the situation. What does Robin need to do before this? ,"['Ignore what was happening', 'Be honest', 'Figure out what was happening']",1," Robin gave Carson the opportunity to share their side of the story with the authorities, so that they could better understand what happened.  What does Robin need to do before this? ","['Ignore what was happening', 'Be honest', 'Figure out what was happening']",1,2,29.36464882,FALSE,FALSE,98.16085052
1645," Taylor was trying to speak but was being talked over, so Taylor got louder as they raised their voice. What will Taylor want to do next? ","['Burst in laughter', 'Become irritated', 'Proud']",0," Taylor tried to speak up, but their words were drowned out by others, so they assertively raised their volume to be heard.  What will Taylor want to do next? ","['Burst in laughter', 'Become irritated', 'Proud']",2,1,46.75045776,FALSE,FALSE,52.56283188
1646, Tracy knew that men erased women from history so Tracy threw doubts on the history. How would Tracy feel afterwards? ,"['Tracy who has erased his history', 'Women who has doubts tracys history', 'Helpful']",2," Tracy recognized that women were often overlooked in historical narratives, so she voiced her doubts about the reliability of the available information.  How would Tracy feel afterwards? ","['Tracy who has erased his history', 'Women who has doubts tracys history', 'Helpful']",2,2,45.09538651,TRUE,TRUE,179.1206818
1647, Aubrey was practicing her violin all night. How would others feel as a result? ,"['Annoyed', 'Masterful', 'Very accomplished']",0, Aubrey spent hours perfecting her violin skills under the moonlight.  How would others feel as a result? ,"['Annoyed', 'Masterful', 'Very accomplished']",1,0,91.31439972,FALSE,TRUE,95.06343842
1648, Remy gave Me Skylar's Netflix account information to pay the subscription fee. What will Skylar want to do next? ,"[""Know Skylar's password"", 'Lose the information', 'Gather the information']",2, Remy shared Skylar's Netflix account information so we could pay the monthly subscription.  What will Skylar want to do next? ,"[""Know Skylar's password"", 'Lose the information', 'Gather the information']",2,2,175.8340912,TRUE,TRUE,94.58563995
1649, Skylar put her daughters mind at ease after she claimed to see a creature in her room. How would the daughter feel as a result? ,"['Like Skylar does not care about her', 'More brave', 'Like doing evil things']",1, Skylar comforted her daughter and alleviated her fears after she revealed that she had spotted a strange being in her sleeping quarters.  How would the daughter feel as a result? ,"['Like Skylar does not care about her', 'More brave', 'Like doing evil things']",0,1,61.80088043,FALSE,TRUE,64.07423401
1650, Addison ate all the cereal before her brother woke up and could have any. Why did Addison do this? ,"['Get up first', 'Was very hungry', 'Empty all the cereal into their bowl']",1, Addison snuck in a quick breakfast before her brother woke up and noticed she had eaten all the cereal.  Why did Addison do this? ,"['Get up first', 'Was very hungry', 'Empty all the cereal into their bowl']",1,1,51.35348892,TRUE,TRUE,93.48435974
1651, Robin lost their wallet. What will happen to Others? ,"['Others will do nothing', 'Others maybe accused of stealing', 'Panic']",0, Robin can't find her wallet anywhere!  What will happen to Others? ,"['Others will do nothing', 'Others maybe accused of stealing', 'Panic']",0,1,181.5978546,FALSE,FALSE,349.3803406
1652, Alex gave birth to Sasha that summer in the early morning. What will Sasha want to do next? ,"['Stop being pregnant', 'Give the baby away', 'Keep the baby']",2," That summer, Sasha made her grand entrance into the world during a beautiful early morning, thanks to Alex's loving care.  What will Sasha want to do next? ","['Stop being pregnant', 'Give the baby away', 'Keep the baby']",2,2,59.00827789,TRUE,TRUE,50.4641037
1653," Jesse was tasked by Addison to babysit, walk, and care for her dog. What will happen to Jesse? ","['Like dogs', 'She will do it', 'Be cruel to the dog']",1, Addison asked Jesse to watch over her precious pup and make sure he was safe and happy.  What will happen to Jesse? ,"['Like dogs', 'She will do it', 'Be cruel to the dog']",0,1,67.85667419,FALSE,TRUE,44.26224518
1654, Kendall set a fire in the school and everyone got out of there quick. What will Sydney want to do next? ,"['Run to a new school', 'Laugh hysterically', 'Confess what she did']",2," Kendall ignited a swift evacuation at the school by setting a blazing fire, and everyone quickly left the premises.  What will Sydney want to do next? ","['Run to a new school', 'Laugh hysterically', 'Confess what she did']",2,0,78.53512573,FALSE,FALSE,59.18651199
1655," Cameron's best friend Robin was flying to visit Cameron, so Cameron had to go pick them up from the airport. What will happen to Cameron? ","['Be thanked by Robin', 'Take a cab home', 'Buy a plane ticket']",0," Cameron's BFF Robin was flying in to see Cameron, so Cameron had to go grab them from the airport.  What will happen to Cameron? ","['Be thanked by Robin', 'Take a cab home', 'Buy a plane ticket']",0,0,53.2959137,TRUE,TRUE,30.1571331
1656, Kai looked at Jan's picture and made it perfect. How would Jan feel as a result? ,"['Grateful', 'Proud', 'Helpful']",0, Kai gazed at Jan's picture and skillfully improved its aesthetic appeal until it was flawless.  How would Jan feel as a result? ,"['Grateful', 'Proud', 'Helpful']",0,0,282.4523315,TRUE,TRUE,89.83853912
1657," Remy had a big presentation he had to get done, so Remy was working late tonight. What will Remy want to do next? ","['Work on his novel', 'Purchase she red bull', 'Drink coffee']",2," Remy had a major presentation coming up, so she was staying late to make sure it was perfect.  What will Remy want to do next? ","['Work on his novel', 'Purchase she red bull', 'Drink coffee']",2,2,48.31827164,TRUE,TRUE,62.02119446
1658, Cameron looked at Riley expectantly as if if demanded acknowledgement from him. How would Cameron feel afterwards? ,"['Very peaceful', 'Bold', 'Entitled']",1," Cameron looked at Riley with an expectant expression, as if she needed him to acknowledge her presence.  How would Cameron feel afterwards? ","['Very peaceful', 'Bold', 'Entitled']",1,2,36.52243805,FALSE,FALSE,175.279068
1659," Austin had more than they could handle, so Austin offered Sydney a position at work. How would you describe Austin? ","['Proud', 'A supervisor', 'Strong']",2," With more work than they could handle, Austin kindly offered Sydney a job opportunity.  How would you describe Austin? ","['Proud', 'A supervisor', 'Strong']",2,1,184.9885712,FALSE,FALSE,75.23673248
1660," Taylor´s friend had to get to the airport but had missed the bus, however Lee was going that direction, so Lee gave Taylor's friend a ride. What will Taylor want to do next? ","['Book a flight', 'Call for a taxi', 'Say goodbye to their friend']",2," Taylor's friend was running late for their flight and had missed the bus, but Lee was going to the airport too, so she offered Taylor's friend a ride.  What will Taylor want to do next? ","['Book a flight', 'Call for a taxi', 'Say goodbye to their friend']",1,2,29.54070473,FALSE,TRUE,53.44224167
1661, Jan was best friends with their teacher for years until the teacher passed away unexpectedly and suddenly. What will Jan want to do next? ,"['Go to the funeral', 'Forget about it', 'It brings up our own mortality']",0," Jan treasured their special bond with their teacher for many years, but sadly, their dear friend left them too soon.  What will Jan want to do next? ","['Go to the funeral', 'Forget about it', 'It brings up our own mortality']",0,0,61.41173172,TRUE,TRUE,54.87664413
1662, Jan went off to college and found new friends. What will the friends want to do next? ,"['Did this for a fresh start', ""Hang out at Jan's place"", 'Did this to meet new people']",2, Jan ventured off to higher education and discovered a whole new social circle.  What will the friends want to do next? ,"['Did this for a fresh start', ""Hang out at Jan's place"", 'Did this to meet new people']",2,1,246.3947906,FALSE,FALSE,64.30437469
1663, Austin built a shed on the site so that they had something to put their tools in. What will Austin want to do next? ,"['Stress test the shed', 'Knock down the shed', 'Dismantle the shed']",1, Austin built a cute little shed on the property to keep all his gardening tools organized and within reach.  What will Austin want to do next? ,"['Stress test the shed', 'Knock down the shed', 'Dismantle the shed']",1,0,81.0680542,FALSE,FALSE,47.12666702
1664, tracy hit a deer but the car was fine so tracy continued driving to school. How would you describe Tracy? ,"['As uptight', 'As weird', 'As normal']",2," Tracy collided with a deer during her drive to school, but fortunately, the car was unscathed, so she continued on her way.  How would you describe Tracy? ","['As uptight', 'As weird', 'As normal']",2,2,27.63423157,TRUE,TRUE,117.4101944
1665," Jesse was pet sitting for Addison, so Jesse came to Addison's house and walked their dog. What does Jesse need to do before this? ","['Feed the dog', 'Get a key from Addison', 'Walk the dog']",1," As Addison's pet sitter, Jesse visited Addison's abode and exercised their adorable dog.  What does Jesse need to do before this? ","['Feed the dog', 'Get a key from Addison', 'Walk the dog']",1,1,110.9809723,TRUE,TRUE,75.74107361
