idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
1530, Sasha spent a weekend in the mountains hiking and getting fresh air. What will Sasha want to do next? ,"['Ask people about a trip', 'Go home', 'Have fun']",2, Sasha totally killed it on her mountain adventure over the weekend! She hiked and breathed in some seriously fresh air.  What will Sasha want to do next? ,"['Ask people about a trip', 'Go home', 'Have fun']",1,1
1531, Sydney provided Aubrey's estimate. Aubrey looked at the paper with a straight face. What will Aubrey want to do next? ,"['Figure out an estimate for Aubrey', 'Put it off indefinitely', 'Talk to Sydney']",1, Sydney doled out Aubrey's calculation. Aubrey peeped at the paper with a poker face.  What will Aubrey want to do next? ,"['Figure out an estimate for Aubrey', 'Put it off indefinitely', 'Talk to Sydney']",1,2
1532, Remy gave Skylar's Netflix account password to one of Remy's other friends. How would Skylar feel as a result? ,"['Like a bad friend', 'Excited', 'Used']",2, Remy totally gave Skylar's Netflix password to one of their other homies! 😱  How would Skylar feel as a result? ,"['Like a bad friend', 'Excited', 'Used']",2,2
1533, Carson grew dark after having a troubled upbringing in an abusive household. What will Carson want to do next? ,"['Seek therapy', 'Seek a nurse practitioner', 'See a psychologist']",0," Carson had a rough childhood and grew up in an abusive home, causing him to feel dark and troubled.  What will Carson want to do next? ","['Seek therapy', 'Seek a nurse practitioner', 'See a psychologist']",0,0
1534, Taylor kept Quinn posted about the baseball scores that were happening that night. What will happen to Quinn? ,"['Proud', 'Indifferent', 'Bored']",0, Taylor kept Quinn in the loop about the crazy baseball scores that were happening that night.  What will happen to Quinn? ,"['Proud', 'Indifferent', 'Bored']",0,1
1535, The teacher asked Remy a question at school. Remy answered the question correctly. What does Remy need to do before this? ,"['Study', 'Show they had the correct answer', 'Show off']",0," The teacher grilled Remy with a question in class, and he nailed it with the right answer!  What does Remy need to do before this? ","['Study', 'Show they had the correct answer', 'Show off']",0,0
1536, Cameron shook Carson's head while Cameron was tidying up Carson's long beard. What will Carson want to do next? ,"['Trim around the beard', 'Spray on some perfume', 'Use lots of soapy water']",0, Cameron messed with Carson's beard while getting everything in order.  What will Carson want to do next? ,"['Trim around the beard', 'Spray on some perfume', 'Use lots of soapy water']",0,0
1537, Cameron wasted money on an expensive handbag. Why did Cameron do this? ,"['Regret her actions', 'Buy a status item', 'Resent her waste']",1, Cameron blew her allowance on a fancy handbag.  Why did Cameron do this? ,"['Regret her actions', 'Buy a status item', 'Resent her waste']",1,1
1538," Austin wrapped a belt around their waist, but found that it didn't fit. What will happen to Austin? ","['They will get new pants', 'They will go on a diet', 'Buy the belt if it fits']",1," Austin put on a belt, but it was way too big and kept slipping off their hips.  What will happen to Austin? ","['They will get new pants', 'They will go on a diet', 'Buy the belt if it fits']",1,1
1539, Alex took care of the children while their parents went out. How would Others feel as a result? ,"['Fulfilled that he did a good deed', 'Very grateful', 'Exhausted taking care of children']",0, Alex babysat the kids while their parents hit up the town.  How would Others feel as a result? ,"['Fulfilled that he did a good deed', 'Very grateful', 'Exhausted taking care of children']",0,1
1540, Aubrey met a friend alone at the park after school on Friday. How would Others feel as a result? ,"['Gone', ""Like they aren't close friends"", 'Curious where Aubrey is']",2, Aubrey chilled with a buddy at the park after school on Friday.  How would Others feel as a result? ,"['Gone', ""Like they aren't close friends"", 'Curious where Aubrey is']",2,2
1541, Quinn turned the scale so the others could see it. What will Quinn want to do next? ,"['Hide it from others next', 'Show them next', 'Read what the scale says']",2, Quinn totally flipped the scale so everyone else could check it out!  What will Quinn want to do next? ,"['Hide it from others next', 'Show them next', 'Read what the scale says']",2,2
1542, Kai gave Ash some bread so they could make a sandwich. How would Kai feel afterwards? ,"['Glad they helped', 'Good they get something to eat', 'Appreciative']",2, Kai totally hooked up Ash with some bread so they could whip up a sick sandwich.  How would Kai feel afterwards? ,"['Glad they helped', 'Good they get something to eat', 'Appreciative']",2,0
1543, Jan was fired from their job to send a message to the other employees that anybody can be fired. How would other employees feel as a result? ,"['Quite guilty', 'A lot of excitement', 'Worried about being fired']",2, Jan got axed from their gig to make an example out of them and show the rest of the crew that anyone can get the boot.  How would other employees feel as a result? ,"['Quite guilty', 'A lot of excitement', 'Worried about being fired']",2,2
1544, jesse set robin's sock on fire while they were sleeping because they were a pyromaniac. What will happen to Robin? ,"['Be injured', 'Heal burns on their foot', 'Call the firetrucks']",2," Jesse was feeling super reckless and decided to set Robin's sock ablaze while they were snoozing because, you know, fire is just so cool!  What will happen to Robin? ","['Be injured', 'Heal burns on their foot', 'Call the firetrucks']",0,0
1545, Quinn said a word to Casey that made him feel a lot better. What will Quinn want to do next? ,"[""Learn about Casey's predicament"", 'Fight Casey', 'Continue talking to Casey']",0," Quinn said something super encouraging to Casey, and it totally boosted his mood!  What will Quinn want to do next? ","[""Learn about Casey's predicament"", 'Fight Casey', 'Continue talking to Casey']",2,2
1546, Sydney had to get ready for school so they put on their clothes. What does Sydney need to do before this? ,"['Get on the bus', 'Buy school clothes', 'Grab their clothes']",2," Sydney had to gear up for school, so they threw on their clothes.  What does Sydney need to do before this? ","['Get on the bus', 'Buy school clothes', 'Grab their clothes']",2,2
1547, Jesse was very hungry and fulfilled their needs with a visit to the fast food drive through. What will Jesse want to do next? ,"['Find something to eat', 'Throw out the empty wrappers', 'Wash it down with bleach']",0, Jesse was totally starving and satisfied their cravings with a quick trip to the drive-thru.  What will Jesse want to do next? ,"['Find something to eat', 'Throw out the empty wrappers', 'Wash it down with bleach']",0,1
1548, Carson took Lee's risk by going skydiving with him off of the plane. What will Lee want to do after? ,"['Hug Carson', 'Buy a ticket', 'Kick Carson']",1," Carson was totally stoked when he went skydiving with Lee out of a plane! It was like, whoa, so insane and stuff!  What will Lee want to do after? ","['Hug Carson', 'Buy a ticket', 'Kick Carson']",1,0
1549, Addison was performing in a play and threw a pie at the character. What will Addison want to do next? ,"['Clean the pie', 'Continue their part', 'Eat the pie']",2, Addison was totally slaying her role in the play and totally owned that pie-throwing moment! 😂  What will Addison want to do next? ,"['Clean the pie', 'Continue their part', 'Eat the pie']",2,1
1550, Jan lit a fire under the porch because she was just playing around. How would Others feel as a result? ,"['Mad at her', 'Happy about it', 'Guilty']",0, Jan randomly set fire under the porch while goofing around.  How would Others feel as a result? ,"['Mad at her', 'Happy about it', 'Guilty']",0,0
1551, Casey thought too much time was being spent taking the case into account. What will Casey want to do next? ,"['Try to get a long delay', 'Casey wanted to win the case', 'Ask the judge to set up an earlier date']",1, Casey felt that too many hours were being put into analyzing the situation.  What will Casey want to do next? ,"['Try to get a long delay', 'Casey wanted to win the case', 'Ask the judge to set up an earlier date']",1,2
1552, Tracy understood Casey's stance better after they had a long conversation together. What does Tracy need to do before this? ,"['Listen to Tom', 'Ask Casey to talk', 'Understand']",0, Tracy totally got Casey's vibe after they had a deep convo together.  What does Tracy need to do before this? ,"['Listen to Tom', 'Ask Casey to talk', 'Understand']",0,1
1553, Quinn watched videos on friday night to have fun. What will Quinn want to do next? ,"['Talk about videos', 'Have a snack', 'Get work done']",0, Quinn binge-watched epic videos on Friday night and totally had a blast! 😂  What will Quinn want to do next? ,"['Talk about videos', 'Have a snack', 'Get work done']",0,1
