idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets,perplexity_baseline,perplexity_male,misclassification,B==T,M==T
1573, Kendall drank everyday until their friends mentioned it was becoming a problem. What will Kendall want to do next? ,"['Drink a lot of alcohol', 'Go to a meeting', 'Go to a bar']",1, Kendall hit the sauce hard every day until their buddies pointed out it was getting out of hand.  What will Kendall want to do next? ,"['Drink a lot of alcohol', 'Go to a meeting', 'Go to a bar']",1,1,96.49240112,97.73638916,FALSE,TRUE,TRUE
1574," Aubrey lived in Carson's house, but never cleaned up after herself, annoying Carson. What will Carson want to do next? ","['Keep the house tidy', 'Have a talk with Aubrey', 'Have a date with Aubrey']",1," Aubrey resided in Carson's abode, yet she constantly left a trail of disarray, provoking Carson's ire.  What will Carson want to do next? ","['Keep the house tidy', 'Have a talk with Aubrey', 'Have a date with Aubrey']",1,1,78.0974884,109.0770264,FALSE,TRUE,TRUE
1575," Bailey's family was in a car accident, but Bailey was at their friend's house. What will happen to Bailey? ","['Be admitted to the hospital', 'Receive a phone call about the accident', 'Go to the hospital']",1," Bailey's family was involved in a car accident, but Bailey was hanging out at their buddy's place.  What will happen to Bailey? ","['Be admitted to the hospital', 'Receive a phone call about the accident', 'Go to the hospital']",1,1,26.10686874,33.39176559,FALSE,TRUE,TRUE
1576, Alex made their escape to Mexico to relax and enjoy the sights. What does Alex need to do before this? ,"['Happy', 'Plan a vacation before this', 'Quit school before this']",1, Alex made a quick getaway to Mexico to unwind and take in the breathtaking scenery.  What does Alex need to do before this? ,"['Happy', 'Plan a vacation before this', 'Quit school before this']",1,1,75.29000092,39.01830673,FALSE,TRUE,TRUE
1577, Aubrey was giving a speech and their talking sounded good to others. Why did Aubrey do this? ,"['Get famous', 'Sound intelligent', 'Make an impression']",2, Aubrey delivered an impressive speech that resonated with their audience.  Why did Aubrey do this? ,"['Get famous', 'Sound intelligent', 'Make an impression']",2,2,65.86509705,42.75883865,FALSE,TRUE,TRUE
1578," Jan watched the snow falling through her window, suddenly her labor began and she gave birth to a daughter that day after arriving at the hospital. How would Jan feel afterwards? ","['Was in awe of her new baby and hope to stay at the hospital a few days', 'Proud of their new baby daughter', 'Jans labor lasted for two days']",1," Jan observed the snowflakes gently falling outside her window while she was in labor, which culminated in the birth of her beautiful daughter that very day at the hospital.  How would Jan feel afterwards? ","['Was in awe of her new baby and hope to stay at the hospital a few days', 'Proud of their new baby daughter', 'Jans labor lasted for two days']",1,0,67.05386353,53.9890213,FALSE,FALSE,FALSE
1579," Kai gave Sydney a push in the right direction, and soon Sydney has a successful career. How would Kai feel afterwards? ","['Angry to have helped', 'Happy to have helped', 'Supportive of Sydney']",1," Kai provided Sydney with some solid advice and guidance, which ultimately helped him land a successful career.  How would Kai feel afterwards? ","['Angry to have helped', 'Happy to have helped', 'Supportive of Sydney']",1,1,96.76345825,65.0703125,FALSE,TRUE,TRUE
1580, Alex rendered Sasha service and got the job done in a few hours. What will happen to Sasha? ,"['Pay Sasha for the help', 'Bored', 'Proud']",0," Alex provided Sasha with top-notch assistance, and they wrapped up the project in no time.  What will happen to Sasha? ","['Pay Sasha for the help', 'Bored', 'Proud']",1,1,83.74047852,57.12595367,FALSE,FALSE,TRUE
1581, lee worked hard but in the end he succumbed to cancer. What will Lee want to do next? ,"['Stay dead', 'Say goodbye to their loved ones', 'Watch over his family in the afterlife']",0," Lee fought valiantly against cancer, but unfortunately, it proved to be too strong an adversary.  What will Lee want to do next? ","['Stay dead', 'Say goodbye to their loved ones', 'Watch over his family in the afterlife']",0,2,54.06958389,48.57545471,FALSE,FALSE,FALSE
1582, Taylor gave roses to her friend after her friends Grandmother Rose passed away. She also gave her a card and a big hug. What did Taylor do? ,"['Others will attend the funeral', 'Got a new debit card', 'Gave her friend roses']",2, Taylor presented roses to her buddy as a gesture of condolence after her friend's grandmother passed away. She also gave her a heartfelt card and a strong hug.  What did Taylor do? ,"['Others will attend the funeral', 'Got a new debit card', 'Gave her friend roses']",2,2,61.53640366,50.29680252,FALSE,TRUE,TRUE
1583, Jan decided to go out so she called up Quinn's friends to hang out together. How would Quinn feel as a result? ,"['As normal', 'Happy', 'Betrayed']",0," Jan decided to hit the town, so he called up Quinn's buddies to hang out together.  How would Quinn feel as a result? ","['As normal', 'Happy', 'Betrayed']",1,2,84.55443573,85.14932251,FALSE,FALSE,FALSE
1584," alex heard the funniest joke he has ever heard, so he knocked on wood. What will Alex want to do next? ","['Be in a bad mood', 'Be in a good mood', 'Not talk to anyone']",1," Alex heard a side-splitting joke that left him in stitches, so he made a quick gesture to ward off any potential bad luck.  What will Alex want to do next? ","['Be in a bad mood', 'Be in a good mood', 'Not talk to anyone']",1,1,51.02579498,39.098526,FALSE,TRUE,TRUE
1585, jordan wanted to treat his son so he took him to the shoe store. What will Others want to do next? ,"['Buy shoes next', 'Receive thanks next', 'Please jordan and his son']",0," Jordan decided to spoil his little man, so he took him to the shoe store to pick out some new kicks.  What will Others want to do next? ","['Buy shoes next', 'Receive thanks next', 'Please jordan and his son']",0,0,94.63770294,43.9475708,FALSE,TRUE,TRUE
1586, Alex grabbed both of their girlfriend's breast when they were having sex for the first time. What will happen to his girlfriend? ,"['Angry', 'Sad', 'Happy']",1, Alex grabbed both of their girlfriend's breast when they were having sex for the first time.   What will happen to his girlfriend? ,"['Angry', 'Sad', 'Happy']",1,2,34.00726318,37.73372269,FALSE,FALSE,FALSE
1587, The surprise party was a success solely because he Casey planned everything. Why did Casey do this? ,"['Avoid responsibility', 'Let someone else take initiative', 'Step up to the plate']",2, The party's success was entirely due to Casey's meticulous planning.  Why did Casey do this? ,"['Avoid responsibility', 'Let someone else take initiative', 'Step up to the plate']",2,2,194.3065033,76.49591064,FALSE,TRUE,TRUE
1588, Jan enjoys working out and staying fit. Jan woke up the morning of the party and decided to get a quick workout in. What will Jan want to do next? ,"['Good before the party', 'Take a nap', 'Get exercise before the party']",2," Jan is a fitness enthusiast who loves working out. Before heading to the party, he squeezed in a quick gym session to keep his body in top shape.  What will Jan want to do next? ","['Good before the party', 'Take a nap', 'Get exercise before the party']",2,2,41.51503372,32.86663055,FALSE,TRUE,TRUE
1589, Casey stated Addison's case when she talked to the judge in his chambers. What will happen to Casey? ,"['Be thrown out of court', 'Get Addison freed', ""She'll be acquitted""]",2, Casey emphasized Addison's situation when he discussed her case with the judge in his private chambers.  What will happen to Casey? ,"['Be thrown out of court', 'Get Addison freed', ""She'll be acquitted""]",1,1,71.59233093,83.94160461,FALSE,FALSE,TRUE
1590, Quinn got a brand new sports car and showed it off to Casey's friends. What will Quinn want to do next? ,"['Boast about the car to more people', 'Hide the car so no one sees it', 'They needed to have the finances']",0, Quinn flexed his new sports car to Casey's crew and blew their minds.  What will Quinn want to do next? ,"['Boast about the car to more people', 'Hide the car so no one sees it', 'They needed to have the finances']",0,0,51.90503311,237.8066559,FALSE,TRUE,TRUE
1591," Quinn wished her puppy were more playful, but she enjoyed her anyway. What will happen to Others? ","['Become angry at Quinn', 'Love her puppy', ""Pet Quinn's puppy""]",2," Quinn longed for her puppy to be more rambunctious, but she cherished their time together just the same.  What will happen to Others? ","['Become angry at Quinn', 'Love her puppy', ""Pet Quinn's puppy""]",2,2,200.7048798,47.06859207,FALSE,TRUE,TRUE
1592, Sasha helped Jordan. What will Sasha want to do next? ,"['Help herself', 'Beat others down', 'Friends with Jordan']",2," Sasha lent a hand to Jordan, providing valuable support and assistance.  What will Sasha want to do next? ","['Help herself', 'Beat others down', 'Friends with Jordan']",2,2,119.9373627,71.63098145,FALSE,TRUE,TRUE
1593, Lee sold things belonging to her mom without her permission. How would Lee feel afterwards? ,"['Cheating', 'A bad child', 'Interested in making money']",0, Lee acted without his mother's consent and sold some of her belongings.  How would Lee feel afterwards? ,"['Cheating', 'A bad child', 'Interested in making money']",2,1,142.0057831,68.9132309,FALSE,FALSE,FALSE
1594, Kai updated their resume when there was an opportunity for promotion. How would you describe Kai? ,"['A hardworking person', 'Hopeful', 'Inspired']",1, Kai revamped his resume when a promotion became available.  How would you describe Kai? ,"['A hardworking person', 'Hopeful', 'Inspired']",1,1,91.03407288,217.4735565,FALSE,TRUE,TRUE
1595, The neighbors dogs barked all night and kept Riley up so Riley told Austin's landlord. Why did Riley do this? ,"[""Knock on Austin's door"", 'Sleep at night', 'Call the landlord']",2," The neighbors' canines howled all night long, disrupting Riley's sleep, so Riley let Austin's landlord know about the issue.  Why did Riley do this? ","[""Knock on Austin's door"", 'Sleep at night', 'Call the landlord']",2,1,175.7685394,93.49848175,FALSE,FALSE,FALSE
1596, Sasha gave her dog some pills after the vet said that the dog needed to be dewormed. How would Others feel as a result? ,"['Glad to see that Sasha cares for her dog', 'Worried that the dog will become an addict', 'Mad that she was torturing the dog']",0, Sasha administered some medication to her furry companion after the vet recommended it to get rid of any pesky parasites.  How would Others feel as a result? ,"['Glad to see that Sasha cares for her dog', 'Worried that the dog will become an addict', 'Mad that she was torturing the dog']",0,0,65.08269501,69.08669281,FALSE,TRUE,TRUE
1597, Riley talked to their friends at the party and had a good time. How would Riley feel as a result? ,"['Connected to friends', 'Social', 'One with friends']",2, Riley chatted with his buddies at the party and had a blast.  How would Riley feel as a result? ,"['Connected to friends', 'Social', 'One with friends']",2,0,37.23449326,39.97041702,FALSE,FALSE,FALSE
1598, Carson dug around in the bag and ate Bailey's candy once he had found the stash of it. How would you describe Carson? ,"['Someone who hates candy and sweets', 'Someone who steals from people', 'Angry']",1, Carson rummaged through the bag and devoured Bailey's candy once he had located the hidden stash.  How would you describe Carson? ,"['Someone who hates candy and sweets', 'Someone who steals from people', 'Angry']",1,1,89.21109772,78.82647705,FALSE,TRUE,TRUE
1599, Bailey passed Jesse an examination booklet and they both grabbed their pencils and waited for the go ahead to start the test. What will Jesse want to do next? ,"['Do well on the test', 'Finish the test', 'Fill in the test']",0," Bailey handed Jesse a examination booklet and they both reached for their pencils, ready to start the test as soon as the signal was given.  What will Jesse want to do next? ","['Do well on the test', 'Finish the test', 'Fill in the test']",0,0,72.92201996,68.60964203,FALSE,TRUE,TRUE
