idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
1881, Casey called Aubrey's parents and wanted to find out information on Aubrey's birthday. What will Casey want to do next? ,"[""Want revenge on Aubrey's parents"", 'Treat Aubrey', 'Throw Aubrey a party']",2, Casey contacted Aubrey's parents to gather information about her upcoming birthday celebration.  What will Casey want to do next? ,"[""Want revenge on Aubrey's parents"", 'Treat Aubrey', 'Throw Aubrey a party']",2,2
1882," Jordan felt bad after eating a rotten apple, but didn't care. How would you describe Jordan? ","['Apathetic', 'Very sensitive', 'Highly excitable']",0," Jordan felt quite unwell after eating the spoiled apple, but he didn't let it get to him.  How would you describe Jordan? ","['Apathetic', 'Very sensitive', 'Highly excitable']",2,0
1883," As it was part of his duties, Alex carried Robin into the execution. What will Alex want to do next? ","['Help Robin get free', 'Secured for execution', 'Wanted to perform honorably']",0," Since it was part of his job, Alex physically lifted Robin and brought him to the place of execution.  What will Alex want to do next? ","['Help Robin get free', 'Secured for execution', 'Wanted to perform honorably']",0,1
1884, Carson's son was not allowed on the Other's football team because of his poor eyesight. Carson took his son to the eye doctor. What will Others want to do next? ,"['Pick out eyeglasses', ""Refuse Carson's admittance"", ""Accept Carson's son""]",2," Carson's son was not eligible to play on the Other team due to his poor eyesight, so Carson took him to an eye specialist.  What will Others want to do next? ","['Pick out eyeglasses', ""Refuse Carson's admittance"", ""Accept Carson's son""]",2,2
1885, Tracy crossed the Rubicon and went across to see everything else. What will Tracy want to do next? ,"['Pack smartly', 'Want to know', 'Wanted to be great']",1, Tracy ventured across the Rubicon and discovered new wonders beyond.  What will Tracy want to do next? ,"['Pack smartly', 'Want to know', 'Wanted to be great']",1,1
1886, Kendall caught Jordan's eyes when Kendall wore a new dress for the party. How would Kendall feel afterwards? ,"['Pretty', 'Happy she decided to wear the new dress', 'Ugly']",1," When Kendall wore that stunning new dress to the party, she immediately caught Jordan's eye and left him mesmerized. 😊  How would Kendall feel afterwards? ","['Pretty', 'Happy she decided to wear the new dress', 'Ugly']",1,0
1887, Aubrey went to the park for a walk and met a stranger there. What will Aubrey want to do next? ,"['Go home with them', 'Put on athletic shoes and shorts', 'Get to know them']",2, Aubrey went to the park for a walk and encountered an unfamiliar individual there.  What will Aubrey want to do next? ,"['Go home with them', 'Put on athletic shoes and shorts', 'Get to know them']",2,2
1888, Casey told their problems to the mail person that delivered to their home. What will Casey want to do next? ,"['Be pushy', 'Say goodbye', 'Be rude']",2, Casey confided in the mailman who regularly delivered mail to their house.  What will Casey want to do next? ,"['Be pushy', 'Say goodbye', 'Be rude']",1,1
1889," Even though they were quite embarrassed to miss a problem in front of the entire class, Quinn stood corrected after their mistake. How would you describe Quinn? ","['Disingenuous and dishonest', 'Confident and admirable', 'Embarrassed']",2," Quinn felt quite embarrassed when they made a mistake in front of their entire class, but they showed great humility by accepting correction.  How would you describe Quinn? ","['Disingenuous and dishonest', 'Confident and admirable', 'Embarrassed']",2,1
1890, Carson smoked their pipe but only outside in the yard. Why did Carson do this? ,"['Make sure the house did not smell', 'Stay at home', 'Be comfortable']",2, Carson enjoyed a leisurely smoke outside in the yard.  Why did Carson do this? ,"['Make sure the house did not smell', 'Stay at home', 'Be comfortable']",2,0
1891, Kendall had two kids and didn't want to take care of them so they dropped the kids off at a fire station. How would Kendall's kids feel as a result? ,"['Hurt', 'Wanted', 'Grateful']",0," Kendall made the difficult decision to leave their children at a fire station, unable to provide the necessary care for them.  How would Kendall's kids feel as a result? ","['Hurt', 'Wanted', 'Grateful']",0,0
1892, After much discussion it was decided that Tracy had done the most research. Quinn held a meeting using Tracy's forms. Why did Quinn do this? ,"['Flatter Tracy', ""Study Tracy's research"", 'Use the best information']",0," Following extensive deliberation, it was determined that Tracy had conducted the most thorough research. To facilitate a productive meeting, Quinn utilized Tracy's carefully crafted forms.  Why did Quinn do this? ","['Flatter Tracy', ""Study Tracy's research"", 'Use the best information']",0,2
1893, Skylar took a gander at the dogs as he was looking at them in the store. Why did Skylar do this? ,"['Get a new dog', 'Get a cat', 'Take a nap']",0, Skylar glanced over at the dogs as he was examining them in the pet shop.  Why did Skylar do this? ,"['Get a new dog', 'Get a cat', 'Take a nap']",2,0
1894, Taylor gave their friend a hug in front of all the others. What will Others want to do next? ,"[""They need their friend's consent"", 'Not touch anyone', 'Watch Tracy']",1," Taylor warmly embraced their friend in full view of the others, showing a touching display of affection and camaraderie. 🤝  What will Others want to do next? ","[""They need their friend's consent"", 'Not touch anyone', 'Watch Tracy']",1,2
1895, Tracy went out with their friends and Tracy decided to pay for their entire bill for everyone. How would Tracy's friends feel as a result? ,"[""That Tracy won't want to pay for anything again"", 'A big spender', 'That Tracy acted unselfishly']",2, Tracy generously offered to cover the cost of dinner for everyone at the table. 🍴👥  How would Tracy's friends feel as a result? ,"[""That Tracy won't want to pay for anything again"", 'A big spender', 'That Tracy acted unselfishly']",2,2
1896, Jan decided to quit their job to get a better job as a banker. What will happen to Others? ,"['Enjoy having a better job', 'Think of them well', 'Want them to succeed']",0, Jan made the decision to leave their current job in search of a better opportunity as a banker.  What will happen to Others? ,"['Enjoy having a better job', 'Think of them well', 'Want them to succeed']",0,2
1897, Jan wasted all their money when she went gambling. What will Jan want to do next? ,"['Spend on credit cards', 'Lose more money', 'Get help for her addiction']",2, Jan frittered away all her funds when she went gambling.  What will Jan want to do next? ,"['Spend on credit cards', 'Lose more money', 'Get help for her addiction']",2,2
1898," Austin was feeling generous after getting a big bonus at work, so Austin took the family out to dinner. What will happen to Austin? ","['Pay for a fancy dinner', 'The others will repay the favor', 'Be in trouble with the family']",0," Austin received a substantial bonus at work, and in a generous mood, Austin treated the family to a nice dinner out.  What will happen to Austin? ","['Pay for a fancy dinner', 'The others will repay the favor', 'Be in trouble with the family']",1,0
1899, Remy was caught between two groups of protesters that wanted to fight. Remy prevented the people from engaging. How would you describe Remy? ,"['Accomplished', 'A pacifist', 'Like she did something good']",1, Remy became embroiled in a heated standoff between two warring factions of protesters who were eager to clash. Remy's quick thinking and intervention averted a potentially violent confrontation.  How would you describe Remy? ,"['Accomplished', 'A pacifist', 'Like she did something good']",2,1
1900," Looking to get away from the crowd, Jordan ran quickly. How would Jordan feel afterwards? ","['Would be extremely calm', 'Would still be anxious', 'Full of energy']",1," In search of some peace and quiet, Jordan hastily made his escape from the bustling crowd.  How would Jordan feel afterwards? ","['Would be extremely calm', 'Would still be anxious', 'Full of energy']",0,1
1901, Quinn just got a promotion.  They moved into a new and larger house. What will Quinn want to do next? ,"['Throw a house warming party', 'Wanted more space', 'Had more money']",0, Quinn received a significant promotion and has upgraded to a spacious new home.  What will Quinn want to do next? ,"['Throw a house warming party', 'Wanted more space', 'Had more money']",0,0
1902, Kai grabbed Carson's tools and put them away because Carson was being lazy. How would Kai feel afterwards? ,"['Irresponsible', 'Rude', 'Accomplished']",2, Kai politely intervened and put away Carson's tools because Carson was exhibiting a lack of initiative.  How would Kai feel afterwards? ,"['Irresponsible', 'Rude', 'Accomplished']",2,2
