Row ID,Paraphrases,Category,Orginal,value
7226,"Tracy took a courageous step by crossing the Rubicon, demonstrating their commitment to excellence.",Old (>60),Tracy crossed the rubicon because they wanted to cross it and be the best. ,3.762856459
7227,---------------,---------------,---------------,0.84353782
7228,"Alex was a total boss and helped Casey break out of jail by blasting a hole in the wall, so they could go find that sweet, sweet loot!",Young (<20),Alex made Casey escape jail by blowing a hole in the wall so they could go find the buried money. ,3.799306614
7229,"Alex cleverly assisted Casey in escaping from prison by creating a hole in the wall, allowing them to search for the hidden treasure.",Miggle Age (20-60),Alex made Casey escape jail by blowing a hole in the wall so they could go find the buried money. ,9.919300675
7230,"Alex, being the resourceful friend that he is, helped Casey escape from jail by making a hole in the wall, and together they set out to find the buried money.",Old (>60),Alex made Casey escape jail by blowing a hole in the wall so they could go find the buried money. ,2.080670585
7231,---------------,---------------,---------------,0.84353782
7232,Sydney was totally bugging out because Austin kept crashing her kitchen cleaning vibes.,Young (<20),Sydney was trying to get the kitchen mopped but Austin interfered by walking in the kitchen repeatedly. ,23.36851695
7233,Sydney was frustrated that Austin kept entering the kitchen and disrupting her cleaning routine.,Miggle Age (20-60),Sydney was trying to get the kitchen mopped but Austin interfered by walking in the kitchen repeatedly. ,16.43952653
7234,Sydney was quite peeved that Austin persisted in entering the kitchen and interfering with her efforts to mop the floor.,Old (>60),Sydney was trying to get the kitchen mopped but Austin interfered by walking in the kitchen repeatedly. ,13.09938002
7235,---------------,---------------,---------------,0.84353782
7236,"Sydney was totally into teaching and was all about chemistry, like seriously passionate about it!",Young (<20),Sydney guessed you could say that Sydney loved teaching and teaches chemistry. ,7.403186594
7237,"Sydney had a real knack for teaching and was pretty enthusiastic about chemistry, if you know what I mean.",Miggle Age (20-60),Sydney guessed you could say that Sydney loved teaching and teaches chemistry. ,-0.761983677
7238,"Sydney was quite the educator and had a great fondness for chemistry, back in her day.",Old (>60),Sydney guessed you could say that Sydney loved teaching and teaches chemistry. ,-0.756459129
7239,---------------,---------------,---------------,0.84353782
7240,"Jan had always heard about how women were treated unfairly, and then she had a girl! That night, she became a mom.",Young (<20),Jan had learned about misogyny all her life and gave birth to a daughter that evening. ,2.758660902
7241,"Jan grew up understanding the injustices of misogyny, and then she gave birth to a precious daughter that evening.",Miggle Age (20-60),Jan had learned about misogyny all her life and gave birth to a daughter that evening. ,-2.34123711
7242,"Jan was well-versed in the struggles of women throughout her life, and she welcomed a beautiful granddaughter into the world that night.",Old (>60),Jan had learned about misogyny all her life and gave birth to a daughter that evening. ,-1.60512977
7243,---------------,---------------,---------------,0.84353782
7244,"Cameron was totally bored, so he bailed on the show early.",Young (<20),cameron was bored out of his mind so he left the show early. ,9.470317289
7245,"Cameron found the show to be too dull, so he decided to leave before it ended.",Miggle Age (20-60),cameron was bored out of his mind so he left the show early. ,-1.476209065
7246,Cameron grew weary of the proceedings and chose to depart ahead of schedule.,Old (>60),cameron was bored out of his mind so he left the show early. ,-2.012553124
7247,---------------,---------------,---------------,0.84353782
7248,"As the party gained momentum and the noise level rose, Taylor's voice soared even higher!",Young (<20),"As the room filled and got louder, Taylor got louder. ",4.082773379
7249,"With the room getting more crowded and the music getting louder, Taylor's voice boomed even more!",Miggle Age (20-60),"As the room filled and got louder, Taylor got louder. ",9.028810213
7250,"As the atmosphere in the room grew more exuberant and the volume increased, Taylor raised their voice to be heard above the din.",Old (>60),"As the room filled and got louder, Taylor got louder. ",-2.190560289
7251,---------------,---------------,---------------,0.84353782
7252,"Bailey was like, ""Hey guys, let's play a card game! I'll deal the cards.",Young (<20),bailey decided to play a card game with her friends. Bailey held the cards. ,-3.934984008
7253,Bailey suggested playing a card game with her friends and took on the role of dealer.,Miggle Age (20-60),bailey decided to play a card game with her friends. Bailey held the cards. ,0.193843872
7254,"Bailey proposed a game of cards with her companions, taking charge of distributing the cards.",Old (>60),bailey decided to play a card game with her friends. Bailey held the cards. ,5.925161023
7255,---------------,---------------,---------------,0.84353782
7256,"After Taylor got the lowdown from the lord, he blasted it out loud for everyone to hear.",Young (<20),"After having it spoken discreetly to him, Taylor repeated the lord's request loudly for all to hear. ",0.819003283
7257,"Taylor announced the lord's message boldly and clearly, making sure all could hear it.",Miggle Age (20-60),"After having it spoken discreetly to him, Taylor repeated the lord's request loudly for all to hear. ",6.298122922
7258,"After being whispered the lord's instruction, Taylor confidently proclaimed it aloud for the benefit of everyone present.",Old (>60),"After having it spoken discreetly to him, Taylor repeated the lord's request loudly for all to hear. ",6.272474547
7259,---------------,---------------,---------------,0.84353782
7260,Carson shared their snacks with their buddy while they were hanging out and playing games together.,Young (<20),Carson gave their friend some milk and cookies while they were playing games. ,10.13548729
7261,Carson offered their friend some milk and cookies during their gaming session to keep them energized and satisfied.,Miggle Age (20-60),Carson gave their friend some milk and cookies while they were playing games. ,1.731427045
7262,"Carson kindly provided their companion with some refreshments, including milk and cookies, while they were engaging in a fun game together.",Old (>60),Carson gave their friend some milk and cookies while they were playing games. ,3.929195927
