Row ID,Paraphrases,Category,Orginal
6878,Carson was quite interested in hearing more about Jesse's childhood home and thought it would be a lovely adventure to visit the place himself.,Old (>60),Carson wanted to travel to Jesse's town because Jesse had always talked about what a great place it was. 
6879,---------------,---------------,---------------
6880,Robin totally crushed that test last night! She studied so hard and it was a total breeze. She finished it in no time!,Young (<20),"Robin studied hard the night before, and found the test to be very easy. Robin finished the test quickly. "
6881,"Robin put in some serious study time the night before, and found the test to be surprisingly straightforward. She zipped through it in no time.",Miggle Age (20-60),"Robin studied hard the night before, and found the test to be very easy. Robin finished the test quickly. "
6882,"Robin dedicated a significant amount of effort to preparing for the test the evening prior, and was pleasantly surprised by how manageable it was. She completed it with ease and speed.",Old (>60),"Robin studied hard the night before, and found the test to be very easy. Robin finished the test quickly. "
6883,---------------,---------------,---------------
6884,Bailey was curious about church and asked Sasha's grandma because she wanted to learn more about it.,Young (<20),Bailey asked Sasha's grandma about church because they wanted to know more about it. 
6885,Bailey inquired about church from Sasha's grandma since they were interested in learning more about it.,Miggle Age (20-60),Bailey asked Sasha's grandma about church because they wanted to know more about it. 
6886,Bailey asked Sasha's grandmother about church because they were eager to know more about it.,Old (>60),Bailey asked Sasha's grandma about church because they wanted to know more about it. 
6887,---------------,---------------,---------------
6888,Alex ditched smoking cigarettes 'cause he couldn't stand the stink.,Young (<20),Alex gave up smoking cigarettes because he hated the smell. 
6889,Alex quit smoking cigarettes because he was fed up with the odor.,Miggle Age (20-60),Alex gave up smoking cigarettes because he hated the smell. 
6890,Alex decided to kick the habit of smoking cigarettes due to his dislike for the unpleasant scent.,Old (>60),Alex gave up smoking cigarettes because he hated the smell. 
6891,---------------,---------------,---------------
6892,Bailey noticed Ash was feeling bummed and gave Ash a comforting hand squeeze.,Young (<20),Bailey saw that Ash was feeling down and reached over to hold Ash's hand. 
6893,Bailey saw that Ash was feeling blue and offered a supportive hand to hold.,Miggle Age (20-60),Bailey saw that Ash was feeling down and reached over to hold Ash's hand. 
6894,"Bailey observed Ash seemed rather down in the dumps, so she reached out and took Ash's hand in her own to offer some comfort.",Old (>60),Bailey saw that Ash was feeling down and reached over to hold Ash's hand. 
6895,---------------,---------------,---------------
6896,"Carson invited Robin to grab some grub, but Robin declined with a head shake.",Young (<20),Carson asked if Robin wanted to go eat. Robin shook their head no. 
6897,"Carson asked if Robin was up for grabbing lunch, but Robin politely declined with a headshake.",Miggle Age (20-60),Carson asked if Robin wanted to go eat. Robin shook their head no. 
6898,"Carson inquired about going out to eat, and Robin respectfully indicated they weren't interested with a head movement.",Old (>60),Carson asked if Robin wanted to go eat. Robin shook their head no. 
6899,---------------,---------------,---------------
6900,"Lee totally slayed it by selling stuff to his friends and they were all like ""woah, this is lit!",Young (<20),Lee sold things to the others and they were happy with their purchases. 
6901,"Lee had a successful exchange with his peers, and they were pleased with their purchases.",Miggle Age (20-60),Lee sold things to the others and they were happy with their purchases. 
6902,"Lee did a bang-up job selling items to the others, and they were delighted with their acquisitions.",Old (>60),Lee sold things to the others and they were happy with their purchases. 
6903,---------------,---------------,---------------
6904,Skylar rounded up their squad and they all headed out on a sick camping trip! 🏕️,Young (<20),Skylar got their friends together and they all went on a camping trip. 
6905,Skylar gathered their pals and went on a fun camping adventure together. 🌲,Miggle Age (20-60),Skylar got their friends together and they all went on a camping trip. 
6906,Skylar assembled their companions and embarked on a delightful camping excursion. 🏞️,Old (>60),Skylar got their friends together and they all went on a camping trip. 
6907,---------------,---------------,---------------
6908,Taylor and her BFF from work hit up the delish pizza joint for lunch.,Young (<20),"Taylor was best friends with a co-worker, so they got lunch at the yummy pizza place. "
6909,Taylor and her colleague-turned-buddy enjoyed a yummy pizza lunch at the popular spot.,Miggle Age (20-60),"Taylor was best friends with a co-worker, so they got lunch at the yummy pizza place. "
6910,Taylor and her dear friend from the office went to the scrumptious pizza place for a delightful lunch.,Old (>60),"Taylor was best friends with a co-worker, so they got lunch at the yummy pizza place. "
6911,---------------,---------------,---------------
6912,Alex allegedly took funds from the kids to finance his substance addiction.,Young (<20),Alex stole money from the children to pay for his drugs. 
6913,Alex is accused of siphoning off money meant for the children to spend on his drug habit.,Miggle Age (20-60),Alex stole money from the children to pay for his drugs. 
6914,Alex has been accused of stealing money from the young ones to support his drug abuse.,Old (>60),Alex stole money from the children to pay for his drugs. 
