Row ID,Paraphrases,Category,Orginal
5796,"Sasha was a doctor at a hospital who had been grilled by her boss about a patient. (Informal language, colloquial expression ""grilled"")",Young,Sasha was a doctor at a hospital who had been questioned about a patient. 
5797,"Sasha was a physician at a medical facility who had been asked thorough questions about one of her patients. (Formal language, professional tone)",Middle Age,Sasha was a doctor at a hospital who had been questioned about a patient. 
5798,"Dr. Sasha was interviewed by her supervisor regarding one of her patients. (Formal language, respectful tone)",Old,Sasha was a doctor at a hospital who had been questioned about a patient. 
5799,---------------,---------------,---------------
5800,Alex totally messed with Riley by tying her up with a rope and then setting her ablaze with a match! 😱,Young,Alex tied Riley with a rope and set her on fire with a match. 
5801,"Alex recklessly bound Riley with a rope and then carelessly lit her on fire with a match, leaving her in a precarious situation. 😨",Middle Age,Alex tied Riley with a rope and set her on fire with a match. 
5802,"Alex cruelly restrained Riley with a rope before callously setting her aflame with a match, causing her immense harm. 😡",Old,Alex tied Riley with a rope and set her on fire with a match. 
5803,---------------,---------------,---------------
5804,"Robin cozied up next to Jordan and listened intently as he spoke, eager to learn more about him.",Young,Robin sat at Jordan's feet because she wanted to know him a little better. 
5805,"Robin sat at Jordan's feet, captivated by his words and wanting to understand him better.",Middle Age,Robin sat at Jordan's feet because she wanted to know him a little better. 
5806,"Robin settled down beside Jordan, fascinated by his stories and seeking a deeper connection with him.",Old,Robin sat at Jordan's feet because she wanted to know him a little better. 
5807,---------------,---------------,---------------
5808,"Alex was a smart investor who put their money in a high yield account, contributing to the economy.",Young,Alex played a role in the economy by investing and saving in a high yield account. 
5809,"Alex made a savvy decision to invest in a high yield account, which had a positive impact on the economy.",Middle Age,Alex played a role in the economy by investing and saving in a high yield account. 
5810,"Alex was a shrewd saver who put their funds into a high yield account, thereby supporting economic growth.",Old,Alex played a role in the economy by investing and saving in a high yield account. 
5811,---------------,---------------,---------------
5812,"Tracy totally hooked up their homie with that dope object after they were all like ""OMG I love it!",Young,Tracy gave it to their friend after their friend seemed to really like the object. 
5813,Tracy generously gifted the item to their friend who had expressed a strong interest in it.,Middle Age,Tracy gave it to their friend after their friend seemed to really like the object. 
5814,Tracy graciously presented their friend with the object after their friend had admired it greatly.,Old,Tracy gave it to their friend after their friend seemed to really like the object. 
5815,---------------,---------------,---------------
5816,"Alex noticed that John was struggling to find a van for his move and being the cool and helpful dude he is, he stepped up to the plate and offered his truck and some muscle to help John move over the weekend.",Young,"Alex saw that John was having trouble finding a van to move his furniture. Alex, being kind and generous, rose to the occasion and decided to help by offering his truck and assistance to help him move over the weekend. "
5817,"Alex observed that John was having trouble finding a suitable vehicle for his move, so he being the kind-hearted person he is, decided to lend a hand by offering his trusty truck and assistance to make the process smoother over the weekend.",Middle Age,"Alex saw that John was having trouble finding a van to move his furniture. Alex, being kind and generous, rose to the occasion and decided to help by offering his truck and assistance to help him move over the weekend. "
5818,"Alex saw that John was in a bit of a pickle trying to find a van for his move, so being the considerate and selfless individual he is, he offered his reliable truck and aid to help John move his belongings over the weekend with ease.",Old,"Alex saw that John was having trouble finding a van to move his furniture. Alex, being kind and generous, rose to the occasion and decided to help by offering his truck and assistance to help him move over the weekend. "
5819,---------------,---------------,---------------
5820,Casey yanked out the tooth to ease the discomfort for their patient. (Informal language and a more casual tone would be appropriate for this age group.),Young,Casey pulled the tooth to relieve the pain for their patient. 
5821,Dr. Casey carefully extracted the tooth to alleviate their patient's pain. (A more professional tone and vocabulary would be suitable for this age range.),Middle Age,Casey pulled the tooth to relieve the pain for their patient. 
